1000
27-74=;45;79;-47;79;-47
44-51=;-7;54;93;85;-7
54+5=;59;41;8;59;59
60*92=;1;3;5520;69;5520
83-85=;52;28;52;-2;-2
98-22=;41;35;84;76;76
79+27=;40;26;106;39;106
20-9=;49;99;11;99;11
96*5=;480;13;55;43;480
40-44=;-4;1;60;47;-4
39+72=;56;89;10;111;111
91*52=;4732;89;52;59;4732
77*58=;81;38;74;4466;4466
28-32=;39;-4;46;0;-4
51-59=;38;12;-8;42;-8
47*41=;18;65;0;1927;1927
47-5=;42;83;33;25;42
72+25=;7;2;7;97;97
60+87=;97;147;5;67;147
10+72=;55;68;82;4;82
81+63=;96;144;73;70;144
25+4=;27;15;29;85;29
81*1=;1;81;60;72;81
17-75=;69;0;54;-58;-58
90*72=;60;6480;21;97;6480
81*82=;77;6642;83;29;6642
22+61=;65;65;96;83;83
77+36=;73;113;7;90;113
76+82=;158;0;32;0;158
27-80=;28;55;-53;32;-53
18*82=;81;76;39;1476;1476
58-86=;31;-28;74;100;-28
59*3=;4;177;2;59;177
51*83=;4233;85;10;25;4233
10*45=;11;16;450;23;450
98-78=;64;32;20;89;20
40+31=;71;45;15;29;71
20-20=;15;91;0;61;0
5+29=;8;34;0;21;34
27-8=;19;9;57;17;19
67+23=;71;6;90;59;90
79-3=;73;76;78;84;76
38-58=;-20;86;35;47;-20
97+46=;35;42;26;143;143
24-94=;27;86;-70;4;-70
26*93=;84;2418;2;97;2418
79-23=;40;56;42;37;56
43-43=;0;99;93;91;0
5*68=;62;21;340;20;340
47*86=;79;4042;74;52;4042
9-53=;16;79;-44;82;-44
48-29=;19;98;53;79;19
9+23=;32;88;82;14;32
34*29=;986;7;79;77;986
2*38=;6;89;76;33;76
23-60=;-37;34;33;60;-37
48+94=;142;76;90;88;142
45*6=;11;24;61;270;270
21+6=;8;50;97;27;27
29*69=;2001;40;70;59;2001
98-80=;67;72;18;71;18
80*27=;1;15;2160;95;2160
67*98=;24;54;7;6566;6566
65*55=;56;5;61;3575;3575
64-52=;79;9;12;28;12
87+60=;69;147;7;11;147
56-91=;-35;51;8;22;-35
93+75=;60;56;16;168;168
46-81=;51;5;53;-35;-35
49-13=;1;8;60;36;36
81*72=;17;30;5832;51;5832
21*73=;1533;34;66;97;1533
53*77=;80;4081;73;66;4081
82+80=;46;162;91;40;162
11*54=;594;84;39;71;594
63*85=;100;81;5355;12;5355
14-39=;86;93;-25;16;-25
29-93=;21;86;5;-64;-64
32-84=;57;1;-52;7;-52
47-64=;-17;74;25;65;-17
11-11=;31;22;76;0;0
18-52=;18;-34;21;18;-34
0+24=;62;75;1;24;24
7-80=;86;69;68;-73;-73
35-86=;-51;24;31;7;-51
9-7=;55;72;2;77;2
49+63=;16;98;51;112;112
11+67=;78;25;23;1;78
49*29=;88;33;41;1421;1421
25+83=;58;43;108;85;108
14-38=;99;29;-24;69;-24
97-11=;100;24;44;86;86
33+60=;31;27;93;22;93
46+96=;142;16;80;52;142
19*4=;42;76;46;1;76
7*45=;92;315;81;78;315
93+8=;29;1;101;49;101
71*88=;23;6248;84;86;6248
5-79=;9;1;88;-74;-74
34+52=;24;78;86;59;86
0-5=;49;53;-5;63;-5
34+24=;79;58;75;1;58
59+61=;1;93;34;120;120
9-19=;8;-10;29;39;-10
44-10=;80;34;94;0;34
58-10=;48;85;14;55;48
72*16=;18;1;1152;36;1152
39*56=;2184;71;10;66;2184
81*93=;7533;80;39;54;7533
18+35=;33;32;53;18;53
64+94=;158;47;51;27;158
91*63=;27;66;47;5733;5733
89*40=;50;3560;76;43;3560
69*13=;897;48;84;18;897
100*78=;7800;26;18;11;7800
71*14=;99;55;93;994;994
72-64=;8;79;42;52;8
89+80=;85;84;30;169;169
5-65=;10;26;-60;7;-60
33-22=;11;97;9;94;11
6*64=;40;384;31;60;384
25+65=;1;90;48;76;90
78*40=;65;99;3120;80;3120
2*5=;29;61;10;39;10
77-43=;23;28;34;58;34
89-18=;71;34;53;63;71
14*28=;77;60;20;392;392
34-93=;51;53;86;-59;-59
42+45=;83;2;87;94;87
59+83=;142;62;55;32;142
15-39=;18;-24;20;15;-24
65+13=;26;58;78;50;78
40-52=;48;82;55;-12;-12
72*18=;89;1296;19;70;1296
33+49=;64;9;82;27;82
18+23=;8;29;64;41;41
5*41=;61;205;51;27;205
37-31=;56;38;6;22;6
15*64=;960;68;21;79;960
59+89=;83;97;148;30;148
66+36=;22;0;9;102;102
13+76=;23;37;89;41;89
7*8=;91;73;56;79;56
28*19=;2;85;532;57;532
37*27=;999;29;74;21;999
19+43=;21;65;20;62;62
23*23=;529;21;15;25;529
10-79=;97;-69;81;80;-69
67*86=;5762;81;69;61;5762
64-86=;47;52;-22;10;-22
90*21=;1890;52;52;22;1890
98+1=;61;37;99;24;99
78-98=;-20;68;60;70;-20
43-22=;69;2;93;21;21
42-25=;12;54;62;17;17
1+2=;33;6;3;88;3
64*44=;2816;65;91;24;2816
65+33=;70;98;90;37;98
49-48=;42;10;60;1;1
97-61=;27;85;36;86;36
53-98=;16;-45;66;71;-45
24+64=;88;27;49;61;88
99-4=;99;23;95;73;95
30+80=;37;110;38;49;110
12*65=;60;780;2;32;780
88-7=;40;70;76;81;81
9*22=;198;28;57;86;198
66*69=;33;93;4554;45;4554
55+11=;66;72;62;36;66
5+41=;20;45;46;66;46
50-54=;-4;51;28;13;-4
67-54=;81;13;57;12;13
29+89=;89;118;33;20;118
65*86=;36;90;35;5590;5590
59-16=;48;19;43;29;43
16+65=;99;81;2;31;81
14*73=;1022;91;74;61;1022
93+21=;14;41;114;92;114
94-48=;56;46;13;28;46
85-72=;89;69;13;37;13
79+100=;179;79;1;17;179
25-100=;81;90;-75;53;-75
14-20=;7;-6;62;92;-6
62+25=;87;15;47;47;87
50*91=;4550;74;12;66;4550
60+25=;38;85;1;40;85
60+97=;157;81;7;96;157
39-13=;44;87;26;45;26
2-55=;42;-53;86;47;-53
87+7=;94;6;70;22;94
47*50=;10;2350;7;23;2350
45-13=;32;25;2;74;32
72+69=;141;35;39;98;141
47*79=;87;44;3713;59;3713
19+20=;27;39;19;33;39
60-7=;53;53;10;48;53
36+62=;60;98;91;19;98
66-49=;8;8;38;17;17
89-50=;81;39;100;25;39
25-34=;-9;15;33;41;-9
62-50=;89;57;88;12;12
50-27=;28;44;23;76;23
76*42=;3192;53;93;15;3192
97-30=;57;67;74;48;67
2-34=;99;-32;10;1;-32
25-62=;16;89;7;-37;-37
100-63=;37;83;19;10;37
36+6=;42;5;91;14;42
18-85=;98;19;17;-67;-67
46*6=;276;85;63;91;276
73+74=;147;25;63;63;147
22-19=;65;12;3;42;3
31*34=;1054;36;77;50;1054
98*9=;52;882;60;29;882
80+31=;51;15;111;17;111
46+45=;84;22;29;91;91
96+11=;107;56;3;14;107
19+66=;45;89;85;20;85
35-39=;63;53;-4;53;-4
53*84=;93;4452;53;89;4452
17-29=;30;35;9;-12;-12
75-41=;26;11;34;52;34
70*48=;63;3360;57;52;3360
38*77=;2926;80;62;34;2926
68*18=;4;1224;52;90;1224
48+91=;50;139;58;14;139
36+50=;33;86;89;72;86
84+60=;20;144;72;98;144
42+7=;21;95;49;77;49
83-23=;84;22;63;60;60
59+79=;138;78;58;57;138
18-96=;85;54;16;-78;-78
39*77=;77;3003;78;74;3003
80-30=;61;64;50;0;50
11+83=;93;100;31;94;94
8-99=;0;-91;78;4;-91
46*2=;22;92;8;7;92
12-82=;31;60;76;-70;-70
8+38=;73;46;56;14;46
77*35=;2695;17;63;76;2695
71-71=;24;31;0;81;0
36+90=;63;57;74;126;126
10*40=;5;98;82;400;400
70-16=;54;73;14;41;54
40-57=;22;1;-17;47;-17
45-21=;11;24;32;34;24
82*34=;84;13;77;2788;2788
27-14=;13;49;67;2;13
63-10=;17;63;53;53;53
90-69=;78;5;93;21;21
96-21=;66;17;75;55;75
43+43=;35;86;22;18;86
26+23=;16;63;53;49;49
40*24=;78;23;960;14;960
9-72=;78;54;50;-63;-63
21+93=;94;7;18;114;114
62-78=;97;-16;60;42;-16
18+66=;81;84;16;34;84
47*99=;56;78;4653;2;4653
21+67=;88;21;60;88;88
1-44=;53;87;-43;100;-43
5+24=;92;100;29;19;29
19-78=;62;46;-59;82;-59
62*61=;64;3782;76;25;3782
81*81=;55;6561;33;72;6561
16-1=;46;78;11;15;15
84*71=;36;7;5964;91;5964
82*54=;4428;54;0;40;4428
2+43=;37;45;1;12;45
72+25=;97;31;57;97;97
71+33=;64;18;104;78;104
85*56=;13;4760;37;97;4760
98-7=;83;61;91;43;91
17+27=;41;95;46;44;44
37-52=;72;30;-15;53;-15
91+95=;29;186;30;65;186
70*87=;31;18;64;6090;6090
78+19=;65;66;76;97;97
74+35=;34;8;39;109;109
44*37=;8;17;1628;80;1628
45-58=;-13;2;50;48;-13
47+30=;77;42;95;50;77
3-69=;92;32;79;-66;-66
59+47=;106;8;18;81;106
3+22=;25;56;63;79;25
8+48=;12;56;83;33;56
64+32=;83;96;61;11;96
100+93=;193;4;14;51;193
68-86=;15;3;59;-18;-18
66-68=;82;-2;93;33;-2
95+5=;100;14;42;61;100
24*13=;32;312;7;29;312
84+100=;34;26;184;4;184
70+13=;10;83;27;75;83
66-25=;77;41;58;36;41
22+37=;59;0;24;52;59
35-67=;96;-32;7;36;-32
9*75=;95;77;675;97;675
78-44=;59;9;34;33;34
34-63=;38;-29;90;61;-29
0+22=;74;83;94;22;22
99*4=;396;84;17;75;396
51*25=;48;1275;92;89;1275
6*71=;426;3;99;68;426
58+90=;55;148;31;91;148
69+49=;118;66;14;95;118
52-13=;85;21;39;57;39
85*7=;595;86;53;57;595
54+69=;17;65;31;123;123
67+67=;93;134;21;87;134
77-33=;23;44;22;59;44
32-39=;11;95;-7;42;-7
4+18=;80;22;40;88;22
55*56=;3080;87;9;41;3080
96*35=;3360;42;44;50;3360
47*26=;1222;58;65;72;1222
75+29=;104;42;36;61;104
2-67=;44;99;-65;97;-65
29*79=;12;2291;79;27;2291
5+76=;20;84;81;5;81
73+7=;25;7;80;64;80
67*56=;100;13;71;3752;3752
69-85=;68;-16;38;76;-16
38+20=;42;58;22;23;58
93*84=;12;79;8;7812;7812
14+31=;75;78;45;86;45
24-87=;92;48;-63;55;-63
93+66=;159;96;85;31;159
88-18=;70;34;87;80;70
30+13=;63;43;1;89;43
73-92=;2;42;61;-19;-19
56*35=;84;90;1960;66;1960
98-36=;62;21;58;22;62
11+12=;62;10;23;48;23
43*44=;14;4;69;1892;1892
11-76=;-65;34;15;55;-65
42*100=;47;98;76;4200;4200
10+22=;93;32;5;16;32
10*57=;83;10;4;570;570
69-22=;91;38;47;11;47
47+61=;108;76;86;75;108
18-77=;66;97;56;-59;-59
56-86=;-30;83;41;59;-30
90+83=;173;2;49;39;173
16-88=;-72;55;72;40;-72
99*8=;58;792;78;16;792
30+60=;0;23;10;90;90
42+73=;0;56;115;23;115
85*70=;50;52;5950;36;5950
33-16=;50;94;35;17;17
18*57=;14;13;1026;78;1026
22-41=;52;58;-19;23;-19
71*11=;56;11;79;781;781
32-80=;99;16;-48;62;-48
15+5=;89;20;25;32;20
81+60=;7;29;141;61;141
6+23=;29;85;85;11;29
13+17=;30;91;79;52;30
81+39=;120;73;81;26;120
77*88=;6;6776;37;36;6776
99*84=;82;53;8316;53;8316
49*70=;3430;55;26;52;3430
6-25=;70;69;-19;64;-19
77*44=;68;47;3388;21;3388
38+34=;88;45;67;72;72
69*99=;15;32;6831;50;6831
66+76=;65;16;142;75;142
59-36=;54;23;87;91;23
92-51=;82;41;53;50;41
80+80=;46;94;29;160;160
53*27=;1431;62;70;99;1431
2*53=;25;1;106;2;106
66+89=;155;57;80;7;155
89+10=;19;32;99;9;99
47-85=;77;-38;30;80;-38
73*24=;52;1752;73;94;1752
46-20=;51;15;41;26;26
68-55=;89;13;23;28;13
77-31=;96;76;60;46;46
26-64=;100;19;98;-38;-38
64-88=;59;-24;39;94;-24
69-71=;0;11;55;-2;-2
49-7=;21;42;56;30;42
12+90=;43;1;59;102;102
79+54=;2;41;133;43;133
40-100=;100;40;-60;66;-60
47-28=;1;19;38;4;19
85-12=;11;73;7;87;73
42*70=;5;2940;79;99;2940
30+68=;12;86;98;27;98
41-85=;-44;97;99;60;-44
5*4=;3;20;20;28;20
7+18=;25;3;57;91;25
50*61=;3050;61;18;74;3050
28-61=;-33;66;73;51;-33
26+1=;27;53;72;74;27
22*45=;33;55;990;79;990
10+45=;92;55;82;67;55
96-40=;92;36;56;97;56
1*11=;50;11;94;71;11
6*53=;93;22;46;318;318
36-23=;86;87;13;89;13
70-91=;42;8;89;-21;-21
46*26=;33;81;8;1196;1196
67-21=;16;46;78;50;46
84+2=;86;14;73;19;86
36-41=;14;62;-5;29;-5
73-2=;3;45;28;71;71
66+72=;65;18;138;99;138
93-20=;76;6;73;50;73
2-7=;24;81;46;-5;-5
18+84=;12;55;48;102;102
67*95=;6365;82;78;22;6365
73+27=;56;95;100;16;100
57-30=;81;27;84;55;27
6*41=;246;40;100;26;246
61*91=;5551;60;46;27;5551
50-75=;20;96;-25;25;-25
2-52=;74;13;-50;25;-50
58-58=;0;2;81;55;0
11+6=;85;17;68;71;17
1-52=;73;-51;8;84;-51
38-52=;31;20;-14;4;-14
38+66=;104;88;5;27;104
43+99=;93;49;142;81;142
73-56=;17;85;24;57;17
74+49=;11;76;42;123;123
25*54=;1350;67;41;59;1350
4-75=;-71;57;80;58;-71
51*60=;42;34;11;3060;3060
6+88=;94;34;76;3;94
12+65=;10;8;24;77;77
0*51=;25;16;0;83;0
65-54=;83;50;7;11;11
0+21=;52;50;21;100;21
74-18=;56;19;94;67;56
35*60=;99;37;72;2100;2100
11-91=;100;-80;42;58;-80
82+81=;48;163;5;80;163
50+3=;23;53;39;75;53
78+94=;82;97;172;23;172
57+8=;88;24;10;65;65
0+4=;66;59;73;4;4
50-40=;15;52;10;28;10
75-60=;8;22;15;11;15
46+14=;55;4;72;60;60
82+22=;14;99;79;104;104
32*95=;22;85;3040;94;3040
10-93=;1;-83;67;9;-83
38*91=;56;87;3458;29;3458
91-70=;95;22;80;21;21
78*42=;94;92;93;3276;3276
97*95=;54;9215;29;68;9215
64-80=;83;88;-16;1;-16
55+82=;47;87;0;137;137
90-57=;33;65;93;72;33
6*84=;78;47;42;504;504
89+22=;87;69;57;111;111
72*86=;6192;8;11;68;6192
38*90=;51;31;3420;96;3420
31-43=;44;91;29;-12;-12
90*31=;7;59;77;2790;2790
98+16=;47;114;36;24;114
61+31=;14;75;15;92;92
94-21=;73;52;3;43;73
95*90=;42;87;8550;34;8550
84-82=;32;6;30;2;2
49+43=;40;92;96;4;92
53+20=;18;73;26;51;73
71*80=;27;44;5680;35;5680
67*10=;86;670;5;5;670
64-53=;11;13;14;81;11
11-88=;43;74;-77;22;-77
98*9=;87;54;882;85;882
74*29=;2146;67;1;99;2146
26-27=;65;-1;10;81;-1
43*48=;2064;22;45;13;2064
84+81=;165;95;98;97;165
10+79=;89;68;37;4;89
78*95=;21;34;7410;38;7410
25*53=;1325;78;22;70;1325
77-88=;-11;60;97;0;-11
47+58=;23;15;79;105;105
98-58=;34;93;40;99;40
94+81=;83;7;175;66;175
58*4=;53;232;17;92;232
24-3=;26;31;5;21;21
38*33=;1254;21;28;40;1254
54-96=;-42;9;59;90;-42
78-23=;4;32;55;52;55
31+42=;30;73;12;26;73
36*17=;56;58;612;63;612
27-96=;4;-69;73;45;-69
93*12=;96;1116;95;88;1116
92-36=;88;56;100;16;56
23-89=;21;77;64;-66;-66
57*68=;3;83;3876;10;3876
22*4=;65;60;88;9;88
65-91=;97;-26;81;18;-26
7-22=;15;17;7;-15;-15
43-35=;8;61;100;85;8
14*24=;336;9;85;83;336
81-93=;22;-12;73;30;-12
79-8=;6;71;88;49;71
24+20=;30;44;84;82;44
58*64=;69;43;75;3712;3712
94-9=;85;48;22;83;85
54+84=;73;39;3;138;138
57+1=;58;35;58;49;58
49+62=;111;45;46;40;111
10+28=;65;38;22;84;38
22-70=;84;18;20;-48;-48
23*6=;36;19;72;138;138
71+61=;97;132;73;75;132
75-28=;6;77;48;47;47
9*77=;100;16;51;693;693
41*9=;47;85;91;369;369
31*91=;2821;83;11;20;2821
87+39=;50;126;0;26;126
95+25=;48;120;33;3;120
31*51=;1581;64;31;23;1581
80-49=;39;93;31;92;31
6-55=;8;-49;50;36;-49
97*13=;61;1261;73;12;1261
37*100=;10;44;3700;70;3700
22*30=;660;22;97;100;660
37*12=;32;87;444;33;444
40+75=;3;92;115;51;115
93*23=;27;70;2139;77;2139
22*74=;1628;91;87;63;1628
90-86=;85;2;85;4;4
74-47=;53;96;27;41;27
47-91=;81;18;69;-44;-44
0*69=;86;19;89;0;0
15+26=;41;57;37;53;41
80*56=;4480;8;29;5;4480
46-87=;75;34;41;-41;-41
25+29=;37;45;64;54;54
97+9=;72;106;34;31;106
83*56=;75;15;16;4648;4648
43+45=;88;64;67;65;88
63+53=;43;62;26;116;116
69+41=;80;48;76;110;110
13-64=;22;-51;34;46;-51
37+66=;26;19;103;82;103
94*25=;29;39;90;2350;2350
31-33=;27;88;76;-2;-2
87*1=;87;86;10;23;87
1+8=;6;9;15;6;9
82*44=;3608;77;37;37;3608
61*38=;74;12;38;2318;2318
69-44=;63;25;22;72;25
78+91=;169;53;32;66;169
81+78=;90;159;52;36;159
21*78=;70;84;1638;21;1638
48-74=;51;-26;74;21;-26
79+17=;35;76;96;28;96
85-74=;11;77;69;69;11
24*85=;25;2040;22;27;2040
72+5=;57;77;56;54;77
84*29=;51;83;0;2436;2436
91-87=;95;4;50;25;4
39-3=;15;99;36;76;36
20*52=;98;1040;100;4;1040
97*62=;6014;31;21;21;6014
6+67=;65;73;30;72;73
16*58=;928;5;93;31;928
52+56=;7;95;108;52;108
1*14=;14;39;56;19;14
75-79=;27;-4;50;66;-4
41+18=;2;55;80;59;59
9-46=;80;98;-37;83;-37
62*57=;56;3534;24;28;3534
32*33=;1056;11;32;14;1056
75-89=;89;-14;58;72;-14
79*12=;34;948;67;86;948
38-2=;98;39;36;61;36
45+23=;68;67;29;53;68
92*42=;3864;39;65;99;3864
0-25=;-25;3;25;95;-25
52-98=;34;16;58;-46;-46
19*41=;5;779;71;73;779
99*86=;95;8514;88;38;8514
66*21=;74;1386;16;40;1386
100+78=;37;178;39;91;178
4*4=;57;16;45;94;16
84-22=;96;14;40;62;62
39-52=;-13;14;81;39;-13
95*94=;6;8930;71;39;8930
57+17=;74;39;45;30;74
60+93=;23;32;48;153;153
52+81=;63;69;133;23;133
34*35=;71;30;1190;75;1190
9-32=;9;-23;74;38;-23
4+7=;11;88;53;36;11
68+98=;71;91;22;166;166
57*13=;42;79;94;741;741
46+99=;11;17;145;70;145
89+3=;87;20;81;92;92
3*14=;42;71;43;77;42
37-38=;72;33;25;-1;-1
69-84=;6;-15;8;8;-15
81-79=;94;53;2;8;2
60+47=;107;62;71;50;107
20*59=;1180;1;57;66;1180
24-66=;95;39;-42;16;-42
77*50=;58;64;79;3850;3850
88-2=;54;52;61;86;86
90-100=;39;81;-10;2;-10
74*67=;4958;91;26;49;4958
76+9=;21;39;85;90;85
35*18=;58;21;630;47;630
76-59=;17;76;100;83;17
14*59=;69;5;826;40;826
92+95=;67;82;187;13;187
